date,code,field,time,focal_patch,order,family,species_name,count,location,time_sampled_mins,time_sampled_secs,feeding,niche,current_dispersal,voltinism ,stage,size,Parasitised ,notes,pic_obs_samp,Written
19/08/2023,BC_C_2.1,Broad Cliff C,2,1,Hymenoptera,Chalcidoidea,Chalcidoidea sp. (obs),1,Leaf,13,20,Biting/Chewing,Parasitoid,Fly,,,S,N,,Observation ,written up 20/08/2023
19/08/2023,BC_C_2.2,Broad Cliff C,2,2,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
19/08/2023,BC_C_2.2,Broad Cliff C,2,2,Coleoptera,Curculionidae,"Ceutorhynchus litura (Fabricius, 1775)",1,Stem,9,16,Biting/Chewing,Herbivore,Fly,Univoltine ,,M,N,Can be used as a biological control of thistles (also is a specialist),Sampled,written up 20/08/2023
19/08/2023,BC_C_2.2,Broad Cliff C,2,2,Collembola ,Entomobryidae,Entomobryidae sp. (Morpho 1),1,Leaf near base,1,30,Biting/Chewing,Herbivore,Hop,Multivoltine,,XS,N,,Sampled,written up 20/08/2023
19/08/2023,BC_C_2.2,Broad Cliff C,2,2,Collembola  ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",2,Stem near base,5,55,Biting/Chewing,Herbivore,Hop,Multivoltine ,,XS,N,,Observation ,written up 20/08/2023
19/08/2023,BC_C_2.2,Broad Cliff C,2,2,Diptera,Tephritidae,"Tephritidae sp. (Newman, 1834)",1,Leaf near base  ,3,22,Sponging,Pollinator,Fly,Multivoltine,,M,N,,Observation ,written up 20/08/2023
19/08/2023,BC_C_2.2,Broad Cliff C,2,2,Hemiptera ,Aphididae,"Aphididae sp. (Latreille, 1802)",23,"Underside leaf, stem ",11,48,Piercing/Sucking,Herbivore,Walk ,,,M,N,One alate one parasitized ,Sampled,written up 20/08/2023
19/08/2023,BC_C_2.2,Broad Cliff C,2,2,Hemiptera ,,Auchenorrhyncha sp. (Obs),1,Leaf near base,1,54,Piercing/Sucking ,Herbivore,Hop,,,M,N,,Observation ,written up 20/08/2023
19/08/2023,BC_C_2.2,Broad Cliff C,2,2,Hymenoptera,Chalcidoidea,Chalcidoidea sp.,1,Leaf near base,0,32,Biting/Chewing,Parasitoid,Fly,,,XS,N,Quite a few were about ,Observation ,written up 20/08/2023
18/09/2023,BC_C_2.3,Broad Cliff C,2,3,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
18/09/2023,BC_C_2.3,Broad Cliff C,2,3,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
18/09/2023,BC_C_2.3,Broad Cliff C,2,3,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
18/09/2023,BC_C_2.3,Broad Cliff C,2,3,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",1,Leaf,0,50,Biting/Chewing,Omnivore,Hop,Multivoltine,Juvenile,XS,N,,Sampled,written up 18/10/2023
18/09/2023,BC_C_2.3,Broad Cliff C,2,3,Diptera,Phoridae,"Phoridae sp. (Curtis, 1833) (Morpho 1)",1,Stem,13,8,Sponging,Detritivore,Fly,Multivoltine,Adult,S,N,,Observation,written up 18/10/2023
18/09/2023,BC_C_2.3,Broad Cliff C,2,3,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",13,Underside leaf,13,40,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Sampled,written up 18/10/2023
18/09/2023,BC_C_2.3,Broad Cliff C,2,3,Hemiptera ,Aphididae,"Uroleucon cirsii (Linnaeus, 1758)",3,Underside leaf near top,9,22,Piercing/Sucking,Herbivore,Walk,Multivoltine,Both,S,M,,Sampled,written up 18/10/2023
18/09/2023,BC_C_2.3,Broad Cliff C,2,3,Psocodea,Ectopsocidae,Ectopsocidae sp.,2,Underside leaf,7,12,Biting/Chewing,Detritivore,Fly,Univoltine ,Adult,S,N,,Sampled,written up 18/10/2023
18/09/2023,BC_C_2.4,Broad Cliff C,2,4,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
18/09/2023,BC_C_2.4,Broad Cliff C,2,4,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
18/09/2023,BC_C_2.4,Broad Cliff C,2,4,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
18/09/2023,BC_C_2.4,Broad Cliff C,2,4,Acari,Tetranychidae,"Tetranychidae sp. (Donnadieu, 1875) ",1,"Stem, leaf",11,40,Biting/Sucking,Herbivore ,Walk,Multivoltine,Adult,XS,N,,Sampled,written up 18/10/2023
18/09/2023,BC_C_2.4,Broad Cliff C,2,4,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 2),10,Rossette,5,42,Biting/Chewing,Herbivore,Hop,Multivoltine,Both,S,N,,Sampled,written up 18/10/2023
18/09/2023,BC_C_2.4,Broad Cliff C,2,4,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",2,Leaf,0,35,Biting/Chewing,Omnivore,Hop,Multivoltine,Juvenile,XS,N,,Sampled,written up 18/10/2023
18/09/2023,BC_C_2.4,Broad Cliff C,2,4,Diptera,Sciardiae,"Sciaridae sp. (Billberg, 1820) (Morpho 2)",1,Leaf,13,50,Sponging ,Detritivore,Fly,Multivoltine,Adult,XS,N,,Sampled,written up 18/10/2023
18/09/2023,BC_C_2.4,Broad Cliff C,2,4,Diptera,Phoridae,"Phoridae sp. (Curtis, 1833) (Morpho 1)",1,Leaf,12,57,Sponging,Detritivore,Fly,Multivoltine,Adult,S,N,,Sampled,written up 18/10/2023
18/09/2023,BC_C_2.4,Broad Cliff C,2,4,Diptera,Tipuloidea,"Tipuloidea sp. (Latreille, 1802) (obs)",1,Rossette near top ,8,37,,,Fly,Univoltine ,Adult,XL,M,Dead already,Observation,written up 18/10/2023
18/09/2023,BC_C_2.4,Broad Cliff C,2,4,Hemiptera ,,Auchenorrhyncha sp. (obs),1,Leaf,14,25,Piercing/Sucking,Herbivore,,,,S,N,,Observation,written up 18/10/2023
18/09/2023,BC_C_2.4,Broad Cliff C,2,4,Hemiptera ,,Auchenorrhyncha sp. (obs),1,Leaf,14,25,Piercing/Sucking,Herbivore,,,,M,N,,Observation,written up 18/10/2023
18/09/2023,BC_C_2.4,Broad Cliff C,2,4,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",44,Leaf,11,26,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Sampled,written up 18/10/2023
26/09/2023,BC_C_2.5,Broad Cliff C,2,5,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
26/09/2023,BC_C_2.5,Broad Cliff C,2,5,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
26/09/2023,BC_C_2.5,Broad Cliff C,2,5,Collembola,,,0,,,,,,,,,,,,,written up 25/03/2024
26/09/2023,BC_C_2.5,Broad Cliff C,2,5,Diptera,Cecidomyiidae,"Clinodiplosis sp. (Kieffer, 1894) ",13,Dead seed head,5,48,Biting/Chewing,Detritivore,Walk ,Multivoltine,Juvenile,XS,N,,Sampled,written up 20/11/2023
26/09/2023,BC_C_2.5,Broad Cliff C,2,5,Hemiptera,Coreidae,"Coreidae sp. (Leach, 1815)",1,Dead leaf,7,20,Piercing/Sucking,Herbivore,Fly,Facultative,Adult,M,N,,Sampled,written up 20/11/2023
26/09/2023,BC_C_2.5,Broad Cliff C,2,5,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",21,Dead leaf,13,22,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Sampled,written up 20/11/2023
26/09/2023,BC_C_2.5,Broad Cliff C,2,5,Hymenoptera,Aphelinidae,"Aphelinidae sp. (Thomson, 1876) ",1,Stem near base,8,48,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,XS,N,,Sampled,written up 20/11/2023
15/08/2023,BC_C_3.1,Broad Cliff C,3,1,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
15/08/2023,BC_C_3.1,Broad Cliff C,3,1,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
15/08/2023,BC_C_3.1,Broad Cliff C,3,1,Diptera,,,0,,,,,,,,,,,,,written up 25/03/2024
15/08/2023,BC_C_3.1,Broad Cliff C,3,1,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
15/08/2023,BC_C_3.1,Broad Cliff C,3,1,Collembola ,Entomobryidae,Entomobryidae sp. (Morpho 1),3,Leaf,11,40,Biting/Chewing,Herbivore,Hop,Multivoltine,Both,XS,N,,Sampled,written up 16/08/2023
15/08/2023,BC_C_3.1,Broad Cliff C,3,1,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",1,Leaf,10,2,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Juvenile,S,N,,Observation,written up 16/08/2023
22/09/2023,BC_C_3.2,Broad Cliff C ,3,2,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
22/09/2023,BC_C_3.2,Broad Cliff C ,3,2,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
22/09/2023,BC_C_3.2,Broad Cliff C ,3,2,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 1),1,Underside leaf,8,18,Biting/Chewing,Herbivore,Hop,Multivoltine,Juvenile,XS,N,,Sampled,written up 09/11/2023
22/09/2023,BC_C_3.2,Broad Cliff C ,3,2,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 2),1,Stem,3,30,Biting/Chewing,Herbivore,Hop,Multivoltine,Adult,S,N,,Sampled,written up 09/11/2023
22/09/2023,BC_C_3.2,Broad Cliff C ,3,2,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",1,Leaf,14,30,Biting/Chewing,Herbivore,Hop,Multivoltine ,,XS,N,,Sampled,written up 09/11/2023
22/09/2023,BC_C_3.2,Broad Cliff C ,3,2,Diptera,,"Diptera sp. (Linnaeus, 1758) (obs)",1,Leaf,13,58,Sponging,,Fly,,,M,N,,Observation,written up 09/11/2023
22/09/2023,BC_C_3.2,Broad Cliff C ,3,2,Diptera,,"Diptera sp. (Linnaeus, 1758) (obs)",1,Stem,3,50,Sponging,,Fly,,,S,N,,Observation,written up 09/11/2023
22/09/2023,BC_C_3.2,Broad Cliff C ,3,2,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",14,Underside leaf,5,48,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Sampled,written up 09/11/2023
22/09/2023,BC_C_3.2,Broad Cliff C ,3,2,Hymenoptera,Aphelinidae,"Aphelinidae sp. (Thomson, 1876) ",1,Underside leaf,7,13,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,XS,N,,Sampled,written up 09/11/2023
22/09/2023,BC_C_3.2,Broad Cliff C ,3,2,Lepidoptera ,,"Lepidoptera sp. (Linnaeus, 1758) (Juvenile)",1,Underside leaf,12,12,Biting/Chewing,Herbivore,Walk,,Juvenile,M,N,,Sampled,written up 09/11/2023
22/09/2023,BC_C_3.3,Broad Cliff C,3,3,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
22/09/2023,BC_C_3.3,Broad Cliff C,3,3,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
22/09/2023,BC_C_3.3,Broad Cliff C,3,3,Collembola,,,0,,,,,,,,,,,,,written up 25/03/2024
22/09/2023,BC_C_3.3,Broad Cliff C,3,3,Coleoptera,Chrysomelidae,"Sphaeroderma sp. (Graëlls, 1858) (Mine)",1,Leaf near top,14,41,Biting/Chewing,Herbivore,Walk,Univoltine ,Juvenile,S,N,,Pictured,written up 20/11/2023
22/09/2023,BC_C_3.3,Broad Cliff C,3,3,Hemiptera,Cicadellidae,"Streptanus sp. (Ribaut, 1942)",1,Leaf near base,5,57,Piercing/Sucking,Herbivore,Fly,Facultative,Adult,S,N,,Sampled,written up 20/11/2023
22/09/2023,BC_C_3.3,Broad Cliff C,3,3,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",1,Stem,9,27,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Juvenile,S,N,,Sampled,written up 20/11/2023
22/09/2023,BC_C_3.3,Broad Cliff C,3,3,Hymenoptera,Figitidae,"Figitidae sp. (Thomson, 1862) (Morpho 1)",1,Leaf,12,57,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,XS,N,,Sampled,written up 20/11/2023
16/08/2023,BP_1.1,Broadpark ,1,1,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
16/08/2023,BP_1.1,Broadpark ,1,1,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
16/08/2023,BP_1.1,Broadpark ,1,1,Coleoptera,Coccinellidae,"Coccinella septempunctata (Linnaeus, 1758)",1,Leaf,12,25,Biting/Chewing,Predator ,Fly,Facultative,Adult,M,N,Slightly orange and eating aphids,Pictured,written up 20/08/2023
16/08/2023,BP_1.1,Broadpark ,1,1,Coleoptera,Chrysomelidae,"Sphaeroderma testaceum (Fabricius, 1775)",2,Leaf,10,26,Biting/Chewing,Herbivore,Fly,Univoltine ,Adult,M,N,,Observation ,written up 20/08/2023
16/08/2023,BP_1.1,Broadpark ,1,1,Coleoptera,Staphylinidae,"Gyrophaena sp. (Mannerheim, 1831)",2,Leaf,7,51,Biting/Chewing,Detritivore,Fly,Multivoltine ,Adult,S,N,,Sampled,written up 20/08/2023
16/08/2023,BP_1.1,Broadpark ,1,1,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",3,Stem,4,56,Biting/Chewing,Omnivore,Hop,Multivoltine,Juvenile,XS,N,Very small ones,Observation,written up 20/08/2023
16/08/2023,BP_1.1,Broadpark ,1,1,Diptera,Bibionidae,"Dilophus febrilis (Linnaeus, 1758)",1,Leaf,13,35,Sponging,Herbivore,Fly,Facultative,Adult,L,N,"Adults eat nectar, larvae eat roots, polyphagous but usually eat umbiloforms ",Sampled,written up 20/08/2023
16/08/2023,BP_1.1,Broadpark ,1,1,Diptera,Sciardiae,"Sciaridae sp. (Billberg, 1820) (Morpho 1)",1,Leaf,0,21,Sponging ,Detritivore,Fly,Multivoltine,Adult,XS,N,,Observation,written up 20/08/2023
16/08/2023,BP_1.1,Broadpark ,1,1,Hemiptera ,Aphidae,"Uroleucon cirsii (Linnaeus, 1758)",129,Stem,10,50,Piercing/Sucking,Herbivore,Walk,Multivoltine,Both,S,N,,Sampled,written up 20/08/2023
16/08/2023,BP_1.1,Broadpark ,1,1,Hemiptera ,Anthocoridae,"Anthocoris sp. (Fallen, 1814)",1,Leaf,7,36,Piercing/Sucking,Predator,Fly,Multivoltine ,Adult,M,N,"Eats aphids and apider mites, thrips, scale bugs  can be used as a biological pest control ",Sampled,written up 20/08/2023
16/08/2023,BP_1.2,Broadpark ,1,2,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
16/08/2023,BP_1.2,Broadpark ,1,2,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
16/08/2023,BP_1.2,Broadpark ,1,2,Coleoptera,Chrysomelidae,"Alticini sp. (Newman, 1834) (obs)",1,Leaf near base,3,34,Biting/Chewing,Herbivore ,Fly,Facultative,Adult,S,N,,Observation ,written up 20/08/2023
16/08/2023,BP_1.2,Broadpark ,1,2,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 1),1,Leaf,3,50,Biting/Chewing,Herbivore,Hop,Multivoltine,Juvenile,XS,N,,Observation ,written up 20/08/2023
16/08/2023,BP_1.2,Broadpark ,1,2,Diptera,Anthomyiidae,"Anthomyiidae sp. (Robineau-Desvoidy, 1830)",1,Flower head,13,28,Sponging,Pollinator,Fly,Multivoltine,Adult,M,N,,Sampled,written up 20/08/2023
16/08/2023,BP_1.2,Broadpark ,1,2,Diptera,Muscidae,"Muscidae sp. (Latreille, 1802) (obs)",1,Leaf,10,12,Sponging,,Fly,,,M,N,,Observation ,written up 20/08/2023
16/08/2023,BP_1.2,Broadpark ,1,2,Hemiptera ,Aphididae,"Brachycaudus cardui (Linnaeus, 1758)",82,Stem near flower heads,9,50,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,Y,Mummified ,Sampled,written up 20/08/2023
16/08/2023,BP_1.2,Broadpark ,1,2,Thysanoptera,Thripidae ,"Thripidae sp. (Stephens, 1829) (Morpho 4)",1,Leaf near flower heads,12,22,Biting/Chewing,Herbivore,Walk,Multivoltine,Juvenile,XS,N,,Observation ,written up 20/08/2023
07/08/2023,BP_2.1,Broadpark,2,1,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
07/08/2023,BP_2.1,Broadpark,2,1,Diptera,,,0,,,,,,,,,,,,,written up 25/03/2024
07/08/2023,BP_2.1,Broadpark,2,1,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
07/08/2023,BP_2.1,Broadpark,2,1,Coleoptera,Coccinellidae,"Coccinella septempunctata (Linnaeus, 1758)",1,Leaf near base,,,Biting/Chewing,Predator ,Fly,Facultative,Adult,M,N,,Pictured,Written up 08/08/2023
07/08/2023,BP_2.1,Broadpark,2,1,Coleoptera,Chrysomelidae,"Alticini sp. (Newman, 1834) (obs)",1,Leaf near flower heads,,,Biting/Chewing,Herbivore ,Fly,Facultative,Adult,S,N,,Observed ,Written up 08/08/2023
07/08/2023,BP_2.1,Broadpark,2,1,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",6,Leaf,,,Biting/Chewing,Omnivore,Hop,Multivoltine,Both,XS,N,,Observed ,Written up 08/08/2023
07/08/2023,BP_2.1,Broadpark,2,1,Hemiptera,Microphysidae,"Microphysidae sp. (Dohrn, 1859) (Morpho 1)",1,Leaf,,,Piercing/Sucking,Predator,Fly,Multivoltine,Adult,S,N,,Sampled,Written up 08/08/2023
07/08/2023,BP_2.1,Broadpark,2,1,Hemiptera ,Aphrophoridae,"Philaenus spumarius (Linnaeus, 1758)",1,Leaf near base,,,Piercing/Sucking,Herbivore,Fly,Univoltine ,Adult,M,N,,Sampled,Written up 08/08/2023
07/08/2023,BP_2.1,Broadpark,2,1,Hemiptera ,Aphididae,"Uroleucon cirsii (Linnaeus, 1758)",5,"Leaf, Dead leaf",,,Piercing/Sucking,Herbivore,Walk,Multivoltine,Both,S,N,,Observed ,Written up 08/08/2023
07/08/2023,BP_2.1,Broadpark,2,1,Opiliones,Phalangiidae,"Phalangium opilio (Linnaeus, 1758)",1,Leaf,,,Biting/Chewing,Predator ,Walk ,Univoltine ,Adult,XL,N,Female,Pictured,Written up 08/08/2023
07/08/2023,BP_2.2,Broadpark,2,2,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
07/08/2023,BP_2.2,Broadpark,2,2,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
07/08/2023,BP_2.2,Broadpark,2,2,Araneae ,Linyphiidae,"Linyphiidae sp. (Blackwall, 1859) (Morpho 4)",3,Leaf near base,,,Biting/Sucking,Predator,Walk,Multivoltine,Juvenile,XS,N,,Sampled,Written up 08/08/2023
07/08/2023,BP_2.2,Broadpark,2,2,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 1),1,Leaf,,,Biting/Chewing,Herbivore,Hop,Multivoltine,Juvenile,XS,N,,Sampled,Written up 08/08/2023
07/08/2023,BP_2.2,Broadpark,2,2,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",12,Leaf near flower heads,,,Biting/Chewing,Omnivore,Hop,Multivoltine,Both,XS,N,,Observed ,Written up 08/08/2023
07/08/2023,BP_2.2,Broadpark,2,2,Diptera,Tephritidae,"Tephritidae sp. (Newman, 1834)",1,Leaf,,,Sponging,Pollinator,Fly,Multivoltine,Adult,S,N,,Observed ,Written up 08/08/2023
07/08/2023,BP_2.2,Broadpark,2,2,Diptera,Rhagionidae ,"Rhagio sp. (Fabricius, 1775)",1,Leaf,,,Biting/Sucking,Predator,Fly,Univoltine ,Adult,L,N,,Observed ,Written up 08/08/2023
07/08/2023,BP_2.2,Broadpark,2,2,Hemiptera,Anthocoridae,"Anthocoris nemorum (Linnaeus, 1761)",1,Leaf near base,,,Piercing/Sucking,Predator,Fly,Facultative,Adult,S,N,,Sampled,Written up 08/08/2023
07/08/2023,BP_2.2,Broadpark,2,2,Lepidoptera ,Noctuidae,"Autographa gamma (Linnaeus, 1758)",1,Leaf near flower heads,,,Biting/Chewing,Herbivore,Fly,Multivoltine,Juvenile,XL,N,Fly as an adult,Pictured,Written up 08/08/2023
12/09/2023,BP_2.3,Broadpark,2,3,Diptera,,,0,,,,,,,,,,,,,written up 25/03/2024
12/09/2023,BP_2.3,Broadpark,2,3,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
12/09/2023,BP_2.3,Broadpark,2,3,Acari,Trombidiidae,"Trombidiidae sp. (Leach, 1815)",3,Leaf near top,12,20,Biting/Sucking ,Predator,Walk,Multivoltine,Adult,XS,N,,Sampled,written up 16/10/2023
12/09/2023,BP_2.3,Broadpark,2,3,Araneae,,"Araneae sp. (Clerck, 1757) (obs)",1,Leaf near top,14,40,Biting/Sucking,Predator,Walk,,,M,N,,Observed ,written up 16/10/2023
12/09/2023,BP_2.3,Broadpark,2,3,Coleoptera,Brentidae,"Apion frumentarium (Linnaeus, 1758)",1,Dead leaf near base,0,30,Biting/Chewing,Herbivore,Fly,Univoltine ,Adult,S,N,,Sampled,written up 16/10/2023
12/09/2023,BP_2.3,Broadpark,2,3,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",1,Leaf near top ,9,51,Biting/Chewing,Omnivore,Hop,Multivoltine,Juvenile,XS,N,,Sampled,written up 16/10/2023
12/09/2023,BP_2.3,Broadpark,2,3,Hemiptera ,Aphidae,"Aphidae sp. (Latreille, 1802)",1,Stem,3,0,Piercing/Sucking,Herbivore,Walk,Multivoltine,Adult,S,N,,Sampled,written up 16/10/2023
12/09/2023,BP_2.3,Broadpark,2,3,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",2,Leaf,2,40,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 16/10/2023
12/09/2023,BP_2.4,Broadpark,2,4,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
12/09/2023,BP_2.4,Broadpark,2,4,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
12/09/2023,BP_2.4,Broadpark,2,4,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",2,Stem near top,11,52,Biting/Chewing,Omnivore,Hop,Multivoltine,Both,XS,N,,Sampled,written up 16/10/2023
12/09/2023,BP_2.4,Broadpark,2,4,Diptera,Cecidomyiidae,"Dasineura sp. (Rondani, 1840)",1,Rossette ,8,36,Biting/Chewing,Herbivore,Walk ,Multivoltine ,Juvenile,XS,N,,Observed ,written up 16/10/2023
12/09/2023,BP_2.4,Broadpark,2,4,Hemiptera ,Aphidae,"Uroleucon cirsii (Linnaeus, 1758)",4,Stem near top ,14,50,Piercing/Sucking,Herbivore,Walk,Multivoltine,Both,S,N,,Sampled,written up 16/10/2023
12/09/2023,BP_2.4,Broadpark,2,4,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",3,"Leaf, rossette",10,20,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Juvenile,S,N,,Observed ,written up 16/10/2023
12/09/2023,BP_2.4,Broadpark,2,4,Hemiptera ,,Auchenorrhyncha sp. (Obs),2,Leaf,7,15,Piercing/Sucking,Herbivore, ,,,S,N,,Observed ,written up 16/10/2023
12/09/2023,BP_2.4,Broadpark,2,4,Hemiptera ,Aphidae,"Uroleucon cirsii (Linnaeus, 1758)",1,Underside leaf,5,28,Piercing/Sucking,Herbivore,Walk,Multivoltine,Juvenile,S,Y,Mummified ,Pictured,written up 16/10/2023
12/09/2023,BP_2.4,Broadpark,2,4,Hymenoptera,Pteromalidae,"Pteromalidae sp. (Thomson, 1876) (Morpho 2)",1,Underside leaf near base,4,22,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,S,N,,Sampled,written up 16/10/2023
12/09/2023,BP_2.4,Broadpark,2,4,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",1,Leaf,0,12,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 16/10/2023
05/08/2023,BP_3.1,Broadpark,3,1,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
05/08/2023,BP_3.1,Broadpark,3,1,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
05/08/2023,BP_3.1,Broadpark,3,1,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
05/08/2023,BP_3.1,Broadpark,3,1,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",13,Leaf,,,Biting/Chewing,Omnivore,Hop,Multivoltine,Both,XS,N,,Sampled,Written up 06/08/2023
05/08/2023,BP_3.1,Broadpark,3,1,Diptera,Tabanidae ,"Haematopota pluvialis (Linnaeus, 1758)",1,Leaf,,,Biting/Sucking,Parasite,Fly,Univoltine ,Adult,L,N,,Sampled,Written up 06/08/2023
05/08/2023,BP_3.1,Broadpark,3,1,Diptera,Platypezidae,"Agathomyia sp. (Verrall, 1901)",1,"Leaf, stem",,,Sponging,Herbivore,Fly,,Adult,S,N,,Sampled,Written up 06/08/2023
05/08/2023,BP_3.1,Broadpark,3,1,Hemiptera,Microphysidae,"Microphysidae sp. (Dohrn, 1859) (Morpho 2)",1,Leaf,,,Piercing/Sucking,Predator,Fly,Multivoltine,Adult,S,N,,Sampled,Written up 06/08/2023
05/08/2023,BP_3.1,Broadpark,3,1,Hemiptera ,Aphididae,"Uroleucon cirsii (Linnaeus, 1758)",2,Leaf,,,Piercing/Sucking,Herbivore,Walk,Multivoltine,Juvenile,S,N,,Sampled,Written up 06/08/2023
05/08/2023,BP_3.1,Broadpark,3,1,Hemiptera ,Aphididae,"Brachycaudus cardui (Linnaeus, 1758)",10,Leaf in rossette ,,,Piercing/Sucking,Herbivore,Walk,Multivoltine,Both,S,N,,Sampled,Written up 06/08/2023
12/09/2023,BP_3.2,Broadpark,3,2,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
12/09/2023,BP_3.2,Broadpark,3,2,Collembola,,,0,,,,,,,,,,,,,written up 25/03/2024
12/09/2023,BP_3.2,Broadpark,3,2,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
12/09/2023,BP_3.2,Broadpark,3,2,Coleoptera,Chrysomelidae,"Alticini sp. (Newman, 1834)",1,Underside dead leaf,13,45,Biting/Chewing,Herbivore ,Fly,Facultative,Adult,S,N,,Observation,written up 16/10/2023
12/09/2023,BP_3.2,Broadpark,3,2,Coleoptera,Chrysomelidae,"Sphaeroderma testaceum (Fabricius, 1775)",1,Rossette ,4,17,Biting/Chewing,Herbivore,Fly,Univoltine ,Adult,M,N,,Sampled,written up 16/10/2023
12/09/2023,BP_3.2,Broadpark,3,2,Diptera,,"Diptera sp. (Linnaeus, 1758) (obs)",1,Leaf near top ,14,50,Sponging,,Fly ,,Adult,M,N,,Observed ,written up 16/10/2023
12/09/2023,BP_3.2,Broadpark,3,2,Hemiptera ,Cicadellidae,"Evacanthus sp. (Lepeletier & Serville, 1828)",2,Leaf ,14,20,Piercing/Sucking,Herbivore,Hop,Facultative,Adult,M,N,,Sampled,written up 16/10/2023
12/09/2023,BP_3.2,Broadpark,3,2,Hemiptera ,Aphididae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",18,Leaf,13,22,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Sampled,written up 16/10/2023
